SKU,UPC,Category,Brand,Product Name,Title,Color,Size,images link,Description,Net Weight,Net Weigth Unit,Case Width,Case Length,Case Height,Case Unit,qty per case
L03411,L03411-NAV-2XL,Outerwear,CX2,Vortex,Ladies Insulated Jacket with Detachable Hood,Navy,2XL,https://canadasportswear.com/cdn/shop/files/L03411-Navy-front-LowRes_2000x.jpg?v=1719496629,"145 gsm – 4.3 oz./yd² – 7 oz./lin. yd 100% recycled polyester mechanical stretch 5000 mm waterproof rating, 1500 gsm breathability rating, wind and water resistant finish. Insulation: 170 gsm body, 130 gsm sleeves 100% recycled polyester. Recycled polyester taffeta lining with embossed graphic print quilted to insulation. Reflective trim on back of sleeve and side body panel. Elasticized sleeve cuffs with adjustable tab. Detachable hood with zipper. Adjustable drawcord in hood and hem (not available on youth). YKK front zipper closure, chest pocket zipper and lower front zippered pockets. Inside chest pocket with hook and loop closure.",2.09,lbs,16,24,17,in,8
L04170,L04170-BLA-S,Lightweight,CX2,Triumph,Men's Athletic Twill Track Jacket,Black/Black,S,https://cdn.shopify.com/s/files/1/0697/8673/0808/products/L04170_bla_c387eae6-349f-4d3d-8e98-940d22b5c3c0.jpg?v=1671649250,"115 gsm – 3.4 oz./yd2 - 6 oz./lin. yd 100% polyester dobby pongee with wind and water resistant finish. Mesh lined body, and lined sleeves.  Underarm vents for breathability.  Reflective trim on pockets and back neck.  Elasticized sleeve cuff with adjustable tab. Front zippered pockets. YKK zippers",0.92,lbs,16,24,12,in,35
L04170,L04170-BLA-M,Lightweight,CX2,Triumph,Men's Athletic Twill Track Jacket,Black/Black,M,https://cdn.shopify.com/s/files/1/0697/8673/0808/products/L04170_bla_c387eae6-349f-4d3d-8e98-940d22b5c3c0.jpg?v=1671649250,"115 gsm – 3.4 oz./yd2 - 6 oz./lin. yd 100% polyester dobby pongee with wind and water resistant finish. Mesh lined body, and lined sleeves.  Underarm vents for breathability.  Reflective trim on pockets and back neck.  Elasticized sleeve cuff with adjustable tab. Front zippered pockets. YKK zippers",0.97,lbs,16,24,12,in,35
L04170,L04170-BLA-L,Lightweight,CX2,Triumph,Men's Athletic Twill Track Jacket,Black/Black,L,https://cdn.shopify.com/s/files/1/0697/8673/0808/products/L04170_bla_c387eae6-349f-4d3d-8e98-940d22b5c3c0.jpg?v=1671649250,"115 gsm – 3.4 oz./yd2 - 6 oz./lin. yd 100% polyester dobby pongee with wind and water resistant finish. Mesh lined body, and lined sleeves.  Underarm vents for breathability.  Reflective trim on pockets and back neck.  Elasticized sleeve cuff with adjustable tab. Front zippered pockets. YKK zippers",1.01,lbs,16,24,12,in,35
L04170,L04170-BLA-XL,Lightweight,CX2,Triumph,Men's Athletic Twill Track Jacket,Black/Black,XL,https://cdn.shopify.com/s/files/1/0697/8673/0808/products/L04170_bla_c387eae6-349f-4d3d-8e98-940d22b5c3c0.jpg?v=1671649250,"115 gsm – 3.4 oz./yd2 - 6 oz./lin. yd 100% polyester dobby pongee with wind and water resistant finish. Mesh lined body, and lined sleeves.  Underarm vents for breathability.  Reflective trim on pockets and back neck.  Elasticized sleeve cuff with adjustable tab. Front zippered pockets. YKK zippers",1.19,lbs,16,24,12,in,35
L04170,L04170-BLA-2XL,Lightweight,CX2,Triumph,Men's Athletic Twill Track Jacket,Black/Black,2XL,https://cdn.shopify.com/s/files/1/0697/8673/0808/products/L04170_bla_c387eae6-349f-4d3d-8e98-940d22b5c3c0.jpg?v=1671649250,"115 gsm – 3.4 oz./yd2 - 6 oz./lin. yd 100% polyester dobby pongee with wind and water resistant finish. Mesh lined body, and lined sleeves.  Underarm vents for breathability.  Reflective trim on pockets and back neck.  Elasticized sleeve cuff with adjustable tab. Front zippered pockets. YKK zippers",1.23,lbs,16,24,12,in,35
L04170,L04170-BLA-3XL,Lightweight,CX2,Triumph,Men's Athletic Twill Track Jacket,Black/Black,3XL,https://cdn.shopify.com/s/files/1/0697/8673/0808/products/L04170_bla_c387eae6-349f-4d3d-8e98-940d22b5c3c0.jpg?v=1671649250,"115 gsm – 3.4 oz./yd2 - 6 oz./lin. yd 100% polyester dobby pongee with wind and water resistant finish. Mesh lined body, and lined sleeves.  Underarm vents for breathability.  Reflective trim on pockets and back neck.  Elasticized sleeve cuff with adjustable tab. Front zippered pockets. YKK zippers",1.28,lbs,16,24,12,in,35
L04170,L04170-BLA-4XL,Lightweight,CX2,Triumph,Men's Athletic Twill Track Jacket,Black/Black,4XL,https://cdn.shopify.com/s/files/1/0697/8673/0808/products/L04170_bla_c387eae6-349f-4d3d-8e98-940d22b5c3c0.jpg?v=1671649250,"115 gsm – 3.4 oz./yd2 - 6 oz./lin. yd 100% polyester dobby pongee with wind and water resistant finish. Mesh lined body, and lined sleeves.  Underarm vents for breathability.  Reflective trim on pockets and back neck.  Elasticized sleeve cuff with adjustable tab. Front zippered pockets. YKK zippers",1.34,lbs,16,24,12,in,35
L04170,L04170-NAV-S,Lightweight,CX2,Triumph,Men's Athletic Twill Track Jacket,Navy/Navy,S,https://cdn.shopify.com/s/files/1/0697/8673/0808/products/L04170_nav_c9590371-fbf9-48d9-b9b7-5c0d69c3559a.jpg?v=1671649250,"115 gsm – 3.4 oz./yd2 - 6 oz./lin. yd 100% polyester dobby pongee with wind and water resistant finish. Mesh lined body, and lined sleeves.  Underarm vents for breathability.  Reflective trim on pockets and back neck.  Elasticized sleeve cuff with adjustable tab. Front zippered pockets. YKK zippers",0.92,lbs,16,24,12,in,35
L04170,L04170-NAV-M,Lightweight,CX2,Triumph,Men's Athletic Twill Track Jacket,Navy/Navy,M,https://cdn.shopify.com/s/files/1/0697/8673/0808/products/L04170_nav_c9590371-fbf9-48d9-b9b7-5c0d69c3559a.jpg?v=1671649250,"115 gsm – 3.4 oz./yd2 - 6 oz./lin. yd 100% polyester dobby pongee with wind and water resistant finish. Mesh lined body, and lined sleeves.  Underarm vents for breathability.  Reflective trim on pockets and back neck.  Elasticized sleeve cuff with adjustable tab. Front zippered pockets. YKK zippers",0.97,lbs,16,24,12,in,35
L04170,L04170-NAV-L,Lightweight,CX2,Triumph,Men's Athletic Twill Track Jacket,Navy/Navy,L,https://cdn.shopify.com/s/files/1/0697/8673/0808/products/L04170_nav_c9590371-fbf9-48d9-b9b7-5c0d69c3559a.jpg?v=1671649250,"115 gsm – 3.4 oz./yd2 - 6 oz./lin. yd 100% polyester dobby pongee with wind and water resistant finish. Mesh lined body, and lined sleeves.  Underarm vents for breathability.  Reflective trim on pockets and back neck.  Elasticized sleeve cuff with adjustable tab. Front zippered pockets. YKK zippers",1.01,lbs,16,24,12,in,35
L04170,L04170-NAV-XL,Lightweight,CX2,Triumph,Men's Athletic Twill Track Jacket,Navy/Navy,XL,https://cdn.shopify.com/s/files/1/0697/8673/0808/products/L04170_nav_c9590371-fbf9-48d9-b9b7-5c0d69c3559a.jpg?v=1671649250,"115 gsm – 3.4 oz./yd2 - 6 oz./lin. yd 100% polyester dobby pongee with wind and water resistant finish. Mesh lined body, and lined sleeves.  Underarm vents for breathability.  Reflective trim on pockets and back neck.  Elasticized sleeve cuff with adjustable tab. Front zippered pockets. YKK zippers",1.19,lbs,16,24,12,in,35
L04170,L04170-NAV-2XL,Lightweight,CX2,Triumph,Men's Athletic Twill Track Jacket,Navy/Navy,2XL,https://cdn.shopify.com/s/files/1/0697/8673/0808/products/L04170_nav_c9590371-fbf9-48d9-b9b7-5c0d69c3559a.jpg?v=1671649250,"115 gsm – 3.4 oz./yd2 - 6 oz./lin. yd 100% polyester dobby pongee with wind and water resistant finish. Mesh lined body, and lined sleeves.  Underarm vents for breathability.  Reflective trim on pockets and back neck.  Elasticized sleeve cuff with adjustable tab. Front zippered pockets. YKK zippers",1.23,lbs,16,24,12,in,35
L04170,L04170-NAV-3XL,Lightweight,CX2,Triumph,Men's Athletic Twill Track Jacket,Navy/Navy,3XL,https://cdn.shopify.com/s/files/1/0697/8673/0808/products/L04170_nav_c9590371-fbf9-48d9-b9b7-5c0d69c3559a.jpg?v=1671649250,"115 gsm – 3.4 oz./yd2 - 6 oz./lin. yd 100% polyester dobby pongee with wind and water resistant finish. Mesh lined body, and lined sleeves.  Underarm vents for breathability.  Reflective trim on pockets and back neck.  Elasticized sleeve cuff with adjustable tab. Front zippered pockets. YKK zippers",1.28,lbs,16,24,12,in,35
L04170,L04170-NAV-4XL,Lightweight,CX2,Triumph,Men's Athletic Twill Track Jacket,Navy/Navy,4XL,https://cdn.shopify.com/s/files/1/0697/8673/0808/products/L04170_nav_c9590371-fbf9-48d9-b9b7-5c0d69c3559a.jpg?v=1671649250,"115 gsm – 3.4 oz./yd2 - 6 oz./lin. yd 100% polyester dobby pongee with wind and water resistant finish. Mesh lined body, and lined sleeves.  Underarm vents for breathability.  Reflective trim on pockets and back neck.  Elasticized sleeve cuff with adjustable tab. Front zippered pockets. YKK zippers",1.34,lbs,16,24,12,in,35
L04171,L04171-BLA-XS,Lightweight,CX2,Triumph,Ladies Athletic Twill Track Jacket,Black/Black,XS,https://cdn.shopify.com/s/files/1/0697/8673/0808/products/L04171_bla_b_04c77f56-731a-4186-b2fd-d1fd2e921111.jpg?v=1671649244,"115 gsm – 3.4 oz./yd2 - 6 oz./lin. yd 100% polyester dobby pongee with wind and water resistant finish. Mesh lined body, and lined sleeves.  Underarm vents for breathability.  Reflective trim on pockets and back neck.  Elasticized sleeve cuff with adjustable tab. Front zippered pockets. YKK zippers",0.81,lbs,16,24,12,in,35
L04171,L04171-BLA-S,Lightweight,CX2,Triumph,Ladies Athletic Twill Track Jacket,Black/Black,S,https://cdn.shopify.com/s/files/1/0697/8673/0808/products/L04171_bla_b_04c77f56-731a-4186-b2fd-d1fd2e921111.jpg?v=1671649244,"115 gsm – 3.4 oz./yd2 - 6 oz./lin. yd 100% polyester dobby pongee with wind and water resistant finish. Mesh lined body, and lined sleeves.  Underarm vents for breathability.  Reflective trim on pockets and back neck.  Elasticized sleeve cuff with adjustable tab. Front zippered pockets. YKK zippers",0.86,lbs,16,24,12,in,35
L04171,L04171-BLA-M,Lightweight,CX2,Triumph,Ladies Athletic Twill Track Jacket,Black/Black,M,https://cdn.shopify.com/s/files/1/0697/8673/0808/products/L04171_bla_b_04c77f56-731a-4186-b2fd-d1fd2e921111.jpg?v=1671649244,"115 gsm – 3.4 oz./yd2 - 6 oz./lin. yd 100% polyester dobby pongee with wind and water resistant finish. Mesh lined body, and lined sleeves.  Underarm vents for breathability.  Reflective trim on pockets and back neck.  Elasticized sleeve cuff with adjustable tab. Front zippered pockets. YKK zippers",0.9,lbs,16,24,12,in,35
L04171,L04171-BLA-L,Lightweight,CX2,Triumph,Ladies Athletic Twill Track Jacket,Black/Black,L,https://cdn.shopify.com/s/files/1/0697/8673/0808/products/L04171_bla_b_04c77f56-731a-4186-b2fd-d1fd2e921111.jpg?v=1671649244,"115 gsm – 3.4 oz./yd2 - 6 oz./lin. yd 100% polyester dobby pongee with wind and water resistant finish. Mesh lined body, and lined sleeves.  Underarm vents for breathability.  Reflective trim on pockets and back neck.  Elasticized sleeve cuff with adjustable tab. Front zippered pockets. YKK zippers",0.92,lbs,16,24,12,in,35
L04171,L04171-BLA-XL,Lightweight,CX2,Triumph,Ladies Athletic Twill Track Jacket,Black/Black,XL,https://cdn.shopify.com/s/files/1/0697/8673/0808/products/L04171_bla_b_04c77f56-731a-4186-b2fd-d1fd2e921111.jpg?v=1671649244,"115 gsm – 3.4 oz./yd2 - 6 oz./lin. yd 100% polyester dobby pongee with wind and water resistant finish. Mesh lined body, and lined sleeves.  Underarm vents for breathability.  Reflective trim on pockets and back neck.  Elasticized sleeve cuff with adjustable tab. Front zippered pockets. YKK zippers",0.97,lbs,16,24,12,in,35
L04171,L04171-BLA-2XL,Lightweight,CX2,Triumph,Ladies Athletic Twill Track Jacket,Black/Black,2XL,https://cdn.shopify.com/s/files/1/0697/8673/0808/products/L04171_bla_b_04c77f56-731a-4186-b2fd-d1fd2e921111.jpg?v=1671649244,"115 gsm – 3.4 oz./yd2 - 6 oz./lin. yd 100% polyester dobby pongee with wind and water resistant finish. Mesh lined body, and lined sleeves.  Underarm vents for breathability.  Reflective trim on pockets and back neck.  Elasticized sleeve cuff with adjustable tab. Front zippered pockets. YKK zippers",1.01,lbs,16,24,12,in,35
L04171,L04171-NAV-XS,Lightweight,CX2,Triumph,Ladies Athletic Twill Track Jacket,Navy/Navy,XS,https://cdn.shopify.com/s/files/1/0697/8673/0808/products/L04171_NAV_27ea220d-3a32-4e8c-8624-f988a50ceb33.jpg?v=1671649244,"115 gsm – 3.4 oz./yd2 - 6 oz./lin. yd 100% polyester dobby pongee with wind and water resistant finish. Mesh lined body, and lined sleeves.  Underarm vents for breathability.  Reflective trim on pockets and back neck.  Elasticized sleeve cuff with adjustable tab. Front zippered pockets. YKK zippers",0.81,lbs,16,24,12,in,35
L04171,L04171-NAV-S,Lightweight,CX2,Triumph,Ladies Athletic Twill Track Jacket,Navy/Navy,S,https://cdn.shopify.com/s/files/1/0697/8673/0808/products/L04171_NAV_27ea220d-3a32-4e8c-8624-f988a50ceb33.jpg?v=1671649244,"115 gsm – 3.4 oz./yd2 - 6 oz./lin. yd 100% polyester dobby pongee with wind and water resistant finish. Mesh lined body, and lined sleeves.  Underarm vents for breathability.  Reflective trim on pockets and back neck.  Elasticized sleeve cuff with adjustable tab. Front zippered pockets. YKK zippers",0.86,lbs,16,24,12,in,35
L04171,L04171-NAV-M,Lightweight,CX2,Triumph,Ladies Athletic Twill Track Jacket,Navy/Navy,M,https://cdn.shopify.com/s/files/1/0697/8673/0808/products/L04171_NAV_27ea220d-3a32-4e8c-8624-f988a50ceb33.jpg?v=1671649244,"115 gsm – 3.4 oz./yd2 - 6 oz./lin. yd 100% polyester dobby pongee with wind and water resistant finish. Mesh lined body, and lined sleeves.  Underarm vents for breathability.  Reflective trim on pockets and back neck.  Elasticized sleeve cuff with adjustable tab. Front zippered pockets. YKK zippers",0.9,lbs,16,24,12,in,35
L04171,L04171-NAV-L,Lightweight,CX2,Triumph,Ladies Athletic Twill Track Jacket,Navy/Navy,L,https://cdn.shopify.com/s/files/1/0697/8673/0808/products/L04171_NAV_27ea220d-3a32-4e8c-8624-f988a50ceb33.jpg?v=1671649244,"115 gsm – 3.4 oz./yd2 - 6 oz./lin. yd 100% polyester dobby pongee with wind and water resistant finish. Mesh lined body, and lined sleeves.  Underarm vents for breathability.  Reflective trim on pockets and back neck.  Elasticized sleeve cuff with adjustable tab. Front zippered pockets. YKK zippers",0.92,lbs,16,24,12,in,35
L04171,L04171-NAV-XL,Lightweight,CX2,Triumph,Ladies Athletic Twill Track Jacket,Navy/Navy,XL,https://cdn.shopify.com/s/files/1/0697/8673/0808/products/L04171_NAV_27ea220d-3a32-4e8c-8624-f988a50ceb33.jpg?v=1671649244,"115 gsm – 3.4 oz./yd2 - 6 oz./lin. yd 100% polyester dobby pongee with wind and water resistant finish. Mesh lined body, and lined sleeves.  Underarm vents for breathability.  Reflective trim on pockets and back neck.  Elasticized sleeve cuff with adjustable tab. Front zippered pockets. YKK zippers",0.97,lbs,16,24,12,in,35
L04171,L04171-NAV-2XL,Lightweight,CX2,Triumph,Ladies Athletic Twill Track Jacket,Navy/Navy,2XL,https://cdn.shopify.com/s/files/1/0697/8673/0808/products/L04171_NAV_27ea220d-3a32-4e8c-8624-f988a50ceb33.jpg?v=1671649244,"115 gsm – 3.4 oz./yd2 - 6 oz./lin. yd 100% polyester dobby pongee with wind and water resistant finish. Mesh lined body, and lined sleeves.  Underarm vents for breathability.  Reflective trim on pockets and back neck.  Elasticized sleeve cuff with adjustable tab. Front zippered pockets. YKK zippers",1.01,lbs,16,24,12,in,35
L04200,L04200-CHA-S,Lightweight,CX2,Pursuit,Men's Packable Athleisure Jacket,Charcoal,S,https://canadasportswear.com/cdn/shop/files/L04200-Charcoal-front-LowRes_720x.jpg?v=1701903584,"220 gsm - 6.5 oz./yd² - 10.8 oz./lin.yd 91% recycled polyester, 9% elastane 4-way stretch woven fabric with water repellent finish. Woven mesh trim fabric under the arms and side body for ventilation. Reflective trim on back of collar and sleeve. Elastic trim at sleeve cuff. YKK front zipper closure and lower front zippered pockets. Reflective zipper pulls at lower front pockets. Integrated packable pouch. Unlined.",0.96,lbs,16,24,10,in,30
L04200,L04200-CHA-M,Lightweight,CX2,Pursuit,Men's Packable Athleisure Jacket,Charcoal,M,https://canadasportswear.com/cdn/shop/files/L04200-Charcoal-front-LowRes_720x.jpg?v=1701903584,"220 gsm - 6.5 oz./yd² - 10.8 oz./lin.yd 91% recycled polyester, 9% elastane 4-way stretch woven fabric with water repellent finish. Woven mesh trim fabric under the arms and side body for ventilation. Reflective trim on back of collar and sleeve. Elastic trim at sleeve cuff. YKK front zipper closure and lower front zippered pockets. Reflective zipper pulls at lower front pockets. Integrated packable pouch. Unlined.",1,lbs,16,24,10,in,30
L04200,L04200-CHA-L,Lightweight,CX2,Pursuit,Men's Packable Athleisure Jacket,Charcoal,L,https://canadasportswear.com/cdn/shop/files/L04200-Charcoal-front-LowRes_720x.jpg?v=1701903584,"220 gsm - 6.5 oz./yd² - 10.8 oz./lin.yd 91% recycled polyester, 9% elastane 4-way stretch woven fabric with water repellent finish. Woven mesh trim fabric under the arms and side body for ventilation. Reflective trim on back of collar and sleeve. Elastic trim at sleeve cuff. YKK front zipper closure and lower front zippered pockets. Reflective zipper pulls at lower front pockets. Integrated packable pouch. Unlined.",1.06,lbs,16,24,10,in,30
L04200,L04200-CHA-XL,Lightweight,CX2,Pursuit,Men's Packable Athleisure Jacket,Charcoal,XL,https://canadasportswear.com/cdn/shop/files/L04200-Charcoal-front-LowRes_720x.jpg?v=1701903584,"220 gsm - 6.5 oz./yd² - 10.8 oz./lin.yd 91% recycled polyester, 9% elastane 4-way stretch woven fabric with water repellent finish. Woven mesh trim fabric under the arms and side body for ventilation. Reflective trim on back of collar and sleeve. Elastic trim at sleeve cuff. YKK front zipper closure and lower front zippered pockets. Reflective zipper pulls at lower front pockets. Integrated packable pouch. Unlined.",1.11,lbs,16,24,10,in,30
L04200,L04200-CHA-2XL,Lightweight,CX2,Pursuit,Men's Packable Athleisure Jacket,Charcoal,2XL,https://canadasportswear.com/cdn/shop/files/L04200-Charcoal-front-LowRes_720x.jpg?v=1701903584,"220 gsm - 6.5 oz./yd² - 10.8 oz./lin.yd 91% recycled polyester, 9% elastane 4-way stretch woven fabric with water repellent finish. Woven mesh trim fabric under the arms and side body for ventilation. Reflective trim on back of collar and sleeve. Elastic trim at sleeve cuff. YKK front zipper closure and lower front zippered pockets. Reflective zipper pulls at lower front pockets. Integrated packable pouch. Unlined.",1.19,lbs,16,24,10,in,30
L04200,L04200-CHA-3XL,Lightweight,CX2,Pursuit,Men's Packable Athleisure Jacket,Charcoal,3XL,https://canadasportswear.com/cdn/shop/files/L04200-Charcoal-front-LowRes_720x.jpg?v=1701903584,"220 gsm - 6.5 oz./yd² - 10.8 oz./lin.yd 91% recycled polyester, 9% elastane 4-way stretch woven fabric with water repellent finish. Woven mesh trim fabric under the arms and side body for ventilation. Reflective trim on back of collar and sleeve. Elastic trim at sleeve cuff. YKK front zipper closure and lower front zippered pockets. Reflective zipper pulls at lower front pockets. Integrated packable pouch. Unlined.",1.24,lbs,16,24,10,in,30
L04200,L04200-CHA-4XL,Lightweight,CX2,Pursuit,Men's Packable Athleisure Jacket,Charcoal,4XL,https://canadasportswear.com/cdn/shop/files/L04200-Charcoal-front-LowRes_720x.jpg?v=1701903584,"220 gsm - 6.5 oz./yd² - 10.8 oz./lin.yd 91% recycled polyester, 9% elastane 4-way stretch woven fabric with water repellent finish. Woven mesh trim fabric under the arms and side body for ventilation. Reflective trim on back of collar and sleeve. Elastic trim at sleeve cuff. YKK front zipper closure and lower front zippered pockets. Reflective zipper pulls at lower front pockets. Integrated packable pouch. Unlined.",1.34,lbs,16,24,10,in,30
L04200,L04200-BLA-S,Lightweight,CX2,Pursuit,Men's Packable Athleisure Jacket,Black,S,https://canadasportswear.com/cdn/shop/files/L04200-Black-front-LowRes_720x.jpg?v=1701903584,"220 gsm - 6.5 oz./yd² - 10.8 oz./lin.yd 91% recycled polyester, 9% elastane 4-way stretch woven fabric with water repellent finish. Woven mesh trim fabric under the arms and side body for ventilation. Reflective trim on back of collar and sleeve. Elastic trim at sleeve cuff. YKK front zipper closure and lower front zippered pockets. Reflective zipper pulls at lower front pockets. Integrated packable pouch. Unlined.",0.96,lbs,16,24,10,in,30
L04200,L04200-BLA-M,Lightweight,CX2,Pursuit,Men's Packable Athleisure Jacket,Black,M,https://canadasportswear.com/cdn/shop/files/L04200-Black-front-LowRes_720x.jpg?v=1701903584,"220 gsm - 6.5 oz./yd² - 10.8 oz./lin.yd 91% recycled polyester, 9% elastane 4-way stretch woven fabric with water repellent finish. Woven mesh trim fabric under the arms and side body for ventilation. Reflective trim on back of collar and sleeve. Elastic trim at sleeve cuff. YKK front zipper closure and lower front zippered pockets. Reflective zipper pulls at lower front pockets. Integrated packable pouch. Unlined.",1,lbs,16,24,10,in,30
L04200,L04200-BLA-L,Lightweight,CX2,Pursuit,Men's Packable Athleisure Jacket,Black,L,https://canadasportswear.com/cdn/shop/files/L04200-Black-front-LowRes_720x.jpg?v=1701903584,"220 gsm - 6.5 oz./yd² - 10.8 oz./lin.yd 91% recycled polyester, 9% elastane 4-way stretch woven fabric with water repellent finish. Woven mesh trim fabric under the arms and side body for ventilation. Reflective trim on back of collar and sleeve. Elastic trim at sleeve cuff. YKK front zipper closure and lower front zippered pockets. Reflective zipper pulls at lower front pockets. Integrated packable pouch. Unlined.",1.06,lbs,16,24,10,in,30
L04200,L04200-BLA-XL,Lightweight,CX2,Pursuit,Men's Packable Athleisure Jacket,Black,XL,https://canadasportswear.com/cdn/shop/files/L04200-Black-front-LowRes_720x.jpg?v=1701903584,"220 gsm - 6.5 oz./yd² - 10.8 oz./lin.yd 91% recycled polyester, 9% elastane 4-way stretch woven fabric with water repellent finish. Woven mesh trim fabric under the arms and side body for ventilation. Reflective trim on back of collar and sleeve. Elastic trim at sleeve cuff. YKK front zipper closure and lower front zippered pockets. Reflective zipper pulls at lower front pockets. Integrated packable pouch. Unlined.",1.11,lbs,16,24,10,in,30
L04200,L04200-BLA-2XL,Lightweight,CX2,Pursuit,Men's Packable Athleisure Jacket,Black,2XL,https://canadasportswear.com/cdn/shop/files/L04200-Black-front-LowRes_720x.jpg?v=1701903584,"220 gsm - 6.5 oz./yd² - 10.8 oz./lin.yd 91% recycled polyester, 9% elastane 4-way stretch woven fabric with water repellent finish. Woven mesh trim fabric under the arms and side body for ventilation. Reflective trim on back of collar and sleeve. Elastic trim at sleeve cuff. YKK front zipper closure and lower front zippered pockets. Reflective zipper pulls at lower front pockets. Integrated packable pouch. Unlined.",1.19,lbs,16,24,10,in,30
L04200,L04200-BLA-3XL,Lightweight,CX2,Pursuit,Men's Packable Athleisure Jacket,Black,3XL,https://canadasportswear.com/cdn/shop/files/L04200-Black-front-LowRes_720x.jpg?v=1701903584,"220 gsm - 6.5 oz./yd² - 10.8 oz./lin.yd 91% recycled polyester, 9% elastane 4-way stretch woven fabric with water repellent finish. Woven mesh trim fabric under the arms and side body for ventilation. Reflective trim on back of collar and sleeve. Elastic trim at sleeve cuff. YKK front zipper closure and lower front zippered pockets. Reflective zipper pulls at lower front pockets. Integrated packable pouch. Unlined.",1.24,lbs,16,24,10,in,30
L04200,L04200-BLA-4XL,Lightweight,CX2,Pursuit,Men's Packable Athleisure Jacket,Black,4XL,https://canadasportswear.com/cdn/shop/files/L04200-Black-front-LowRes_720x.jpg?v=1701903584,"220 gsm - 6.5 oz./yd² - 10.8 oz./lin.yd 91% recycled polyester, 9% elastane 4-way stretch woven fabric with water repellent finish. Woven mesh trim fabric under the arms and side body for ventilation. Reflective trim on back of collar and sleeve. Elastic trim at sleeve cuff. YKK front zipper closure and lower front zippered pockets. Reflective zipper pulls at lower front pockets. Integrated packable pouch. Unlined.",1.34,lbs,16,24,10,in,30
L04200,L04200-NAV-S,Lightweight,CX2,Pursuit,Men's Packable Athleisure Jacket,Navy,S,https://canadasportswear.com/cdn/shop/files/L04200-Navy-front-LowRes_2000x.jpg?v=1701903584,"220 gsm - 6.5 oz./yd² - 10.8 oz./lin.yd 91% recycled polyester, 9% elastane 4-way stretch woven fabric with water repellent finish. Woven mesh trim fabric under the arms and side body for ventilation. Reflective trim on back of collar and sleeve. Elastic trim at sleeve cuff. YKK front zipper closure and lower front zippered pockets. Reflective zipper pulls at lower front pockets. Integrated packable pouch. Unlined.",0.96,lbs,16,24,10,in,30
L04200,L04200-NAV-M,Lightweight,CX2,Pursuit,Men's Packable Athleisure Jacket,Navy,M,https://canadasportswear.com/cdn/shop/files/L04200-Navy-front-LowRes_2000x.jpg?v=1701903584,"220 gsm - 6.5 oz./yd² - 10.8 oz./lin.yd 91% recycled polyester, 9% elastane 4-way stretch woven fabric with water repellent finish. Woven mesh trim fabric under the arms and side body for ventilation. Reflective trim on back of collar and sleeve. Elastic trim at sleeve cuff. YKK front zipper closure and lower front zippered pockets. Reflective zipper pulls at lower front pockets. Integrated packable pouch. Unlined.",1,lbs,16,24,10,in,30
L04200,L04200-NAV-L,Lightweight,CX2,Pursuit,Men's Packable Athleisure Jacket,Navy,L,https://canadasportswear.com/cdn/shop/files/L04200-Navy-front-LowRes_2000x.jpg?v=1701903584,"220 gsm - 6.5 oz./yd² - 10.8 oz./lin.yd 91% recycled polyester, 9% elastane 4-way stretch woven fabric with water repellent finish. Woven mesh trim fabric under the arms and side body for ventilation. Reflective trim on back of collar and sleeve. Elastic trim at sleeve cuff. YKK front zipper closure and lower front zippered pockets. Reflective zipper pulls at lower front pockets. Integrated packable pouch. Unlined.",1.06,lbs,16,24,10,in,30
L04200,L04200-NAV-XL,Lightweight,CX2,Pursuit,Men's Packable Athleisure Jacket,Navy,XL,https://canadasportswear.com/cdn/shop/files/L04200-Navy-front-LowRes_2000x.jpg?v=1701903584,"220 gsm - 6.5 oz./yd² - 10.8 oz./lin.yd 91% recycled polyester, 9% elastane 4-way stretch woven fabric with water repellent finish. Woven mesh trim fabric under the arms and side body for ventilation. Reflective trim on back of collar and sleeve. Elastic trim at sleeve cuff. YKK front zipper closure and lower front zippered pockets. Reflective zipper pulls at lower front pockets. Integrated packable pouch. Unlined.",1.11,lbs,16,24,10,in,30
L04200,L04200-NAV-2XL,Lightweight,CX2,Pursuit,Men's Packable Athleisure Jacket,Navy,2XL,https://canadasportswear.com/cdn/shop/files/L04200-Navy-front-LowRes_2000x.jpg?v=1701903584,"220 gsm - 6.5 oz./yd² - 10.8 oz./lin.yd 91% recycled polyester, 9% elastane 4-way stretch woven fabric with water repellent finish. Woven mesh trim fabric under the arms and side body for ventilation. Reflective trim on back of collar and sleeve. Elastic trim at sleeve cuff. YKK front zipper closure and lower front zippered pockets. Reflective zipper pulls at lower front pockets. Integrated packable pouch. Unlined.",1.19,lbs,16,24,10,in,30
L04200,L04200-NAV-3XL,Lightweight,CX2,Pursuit,Men's Packable Athleisure Jacket,Navy,3XL,https://canadasportswear.com/cdn/shop/files/L04200-Navy-front-LowRes_2000x.jpg?v=1701903584,"220 gsm - 6.5 oz./yd² - 10.8 oz./lin.yd 91% recycled polyester, 9% elastane 4-way stretch woven fabric with water repellent finish. Woven mesh trim fabric under the arms and side body for ventilation. Reflective trim on back of collar and sleeve. Elastic trim at sleeve cuff. YKK front zipper closure and lower front zippered pockets. Reflective zipper pulls at lower front pockets. Integrated packable pouch. Unlined.",1.24,lbs,16,24,10,in,30
