SKU,UPC,Category,Brand,Product Name,Title,Color,Size,images link,Description,Net Weight,Net Weigth Unit,Case Width,Case Length,Case Height,Case Unit,qty per case
L00550,L00550-O-LBL-3XL,Fleece,CSW 24/7,Vault,Adult Pullover Hoodie,Light Blue,3XL,https://wholesale-canadasportswear.com/cdn/shop/files/L00550-LightBlue-front_a62e99dc-9385-41ed-b689-d64eb19c7763_2000x.jpg?v=1733031999,"280 gsm - 8.3 oz./yd2 – 14 oz./lin. yd (solids) 70% cotton, 30% polyester fleece (heathers) 60% cotton, 40% polyester fleece.   Self fabric lined hood with drawcord.  Rib knit cuff and hem.  Kangaroo pocket. Tear away label.  DTG - direct to garment printer friendly",1.78,lbs,16,24,17,in,20
L00550,L00550-O-LBL-4XL,Fleece,CSW 24/7,Vault,Adult Pullover Hoodie,Light Blue,4XL,https://wholesale-canadasportswear.com/cdn/shop/files/L00550-LightBlue-front_a62e99dc-9385-41ed-b689-d64eb19c7763_2000x.jpg?v=1733031999,"280 gsm - 8.3 oz./yd2 – 14 oz./lin. yd (solids) 70% cotton, 30% polyester fleece (heathers) 60% cotton, 40% polyester fleece.   Self fabric lined hood with drawcord.  Rib knit cuff and hem.  Kangaroo pocket. Tear away label.  DTG - direct to garment printer friendly",1.84,lbs,16,24,17,in,20
L00550,L00550-WHI-XS,Fleece,CSW 24/7,Vault,Adult Pullover Hoodie,White,XS,https://canadasportswear.com/cdn/shop/files/L00550_WHITE_F_40a3201e-4bd9-44a5-81ec-4ec2450afc13_720x.jpg?v=1701236968,"280 gsm - 8.3 oz./yd2 – 14 oz./lin. yd (solids) 70% cotton, 30% polyester fleece (heathers) 60% cotton, 40% polyester fleece.   Self fabric lined hood with drawcord.  Rib knit cuff and hem.  Kangaroo pocket. Tear away label.  DTG - direct to garment printer friendly",1.05,lbs,16,24,17,in,28
L00550,L00550-WHI-S,Fleece,CSW 24/7,Vault,Adult Pullover Hoodie,White,S,https://canadasportswear.com/cdn/shop/files/L00550_WHITE_F_40a3201e-4bd9-44a5-81ec-4ec2450afc13_720x.jpg?v=1701236968,"280 gsm - 8.3 oz./yd2 – 14 oz./lin. yd (solids) 70% cotton, 30% polyester fleece (heathers) 60% cotton, 40% polyester fleece.   Self fabric lined hood with drawcord.  Rib knit cuff and hem.  Kangaroo pocket. Tear away label.  DTG - direct to garment printer friendly",1.14,lbs,16,24,17,in,28
L00550,L00550-WHI-M,Fleece,CSW 24/7,Vault,Adult Pullover Hoodie,White,M,https://canadasportswear.com/cdn/shop/files/L00550_WHITE_F_40a3201e-4bd9-44a5-81ec-4ec2450afc13_720x.jpg?v=1701236968,"280 gsm - 8.3 oz./yd2 – 14 oz./lin. yd (solids) 70% cotton, 30% polyester fleece (heathers) 60% cotton, 40% polyester fleece.   Self fabric lined hood with drawcord.  Rib knit cuff and hem.  Kangaroo pocket. Tear away label.  DTG - direct to garment printer friendly",1.26,lbs,16,24,17,in,28
L00550,L00550-WHI-L,Fleece,CSW 24/7,Vault,Adult Pullover Hoodie,White,L,https://canadasportswear.com/cdn/shop/files/L00550_WHITE_F_40a3201e-4bd9-44a5-81ec-4ec2450afc13_720x.jpg?v=1701236968,"280 gsm - 8.3 oz./yd2 – 14 oz./lin. yd (solids) 70% cotton, 30% polyester fleece (heathers) 60% cotton, 40% polyester fleece.   Self fabric lined hood with drawcord.  Rib knit cuff and hem.  Kangaroo pocket. Tear away label.  DTG - direct to garment printer friendly",1.38,lbs,16,24,17,in,24
L00550,L00550-WHI-XL,Fleece,CSW 24/7,Vault,Adult Pullover Hoodie,White,XL,https://canadasportswear.com/cdn/shop/files/L00550_WHITE_F_40a3201e-4bd9-44a5-81ec-4ec2450afc13_720x.jpg?v=1701236968,"280 gsm - 8.3 oz./yd2 – 14 oz./lin. yd (solids) 70% cotton, 30% polyester fleece (heathers) 60% cotton, 40% polyester fleece.   Self fabric lined hood with drawcord.  Rib knit cuff and hem.  Kangaroo pocket. Tear away label.  DTG - direct to garment printer friendly",1.52,lbs,16,24,17,in,25
L00550,L00550-O-WHI-2XL,Fleece,CSW 24/7,Vault,Adult Pullover Hoodie,White,2XL,https://canadasportswear.com/cdn/shop/files/L00550_WHITE_F_40a3201e-4bd9-44a5-81ec-4ec2450afc13_720x.jpg?v=1701236968,"280 gsm - 8.3 oz./yd2 – 14 oz./lin. yd (solids) 70% cotton, 30% polyester fleece (heathers) 60% cotton, 40% polyester fleece.   Self fabric lined hood with drawcord.  Rib knit cuff and hem.  Kangaroo pocket. Tear away label.  DTG - direct to garment printer friendly",1.66,lbs,16,24,17,in,24
L00550,L00550-O-WHI-3XL,Fleece,CSW 24/7,Vault,Adult Pullover Hoodie,White,3XL,https://canadasportswear.com/cdn/shop/files/L00550_WHITE_F_40a3201e-4bd9-44a5-81ec-4ec2450afc13_720x.jpg?v=1701236968,"280 gsm - 8.3 oz./yd2 – 14 oz./lin. yd (solids) 70% cotton, 30% polyester fleece (heathers) 60% cotton, 40% polyester fleece.   Self fabric lined hood with drawcord.  Rib knit cuff and hem.  Kangaroo pocket. Tear away label.  DTG - direct to garment printer friendly",1.78,lbs,16,24,17,in,20
L00550,L00550-O-WHI-4XL,Fleece,CSW 24/7,Vault,Adult Pullover Hoodie,White,4XL,https://canadasportswear.com/cdn/shop/files/L00550_WHITE_F_40a3201e-4bd9-44a5-81ec-4ec2450afc13_720x.jpg?v=1701236968,"280 gsm - 8.3 oz./yd2 – 14 oz./lin. yd (solids) 70% cotton, 30% polyester fleece (heathers) 60% cotton, 40% polyester fleece.   Self fabric lined hood with drawcord.  Rib knit cuff and hem.  Kangaroo pocket. Tear away label.  DTG - direct to garment printer friendly",1.84,lbs,16,24,17,in,20
L00550,L00550-IVO-XS,Fleece,CSW 24/7,Vault,Adult Pullover Hoodie,Ivory,XS,https://canadasportswear.com/cdn/shop/files/L0550-Ivory-front-LowRes_720x.jpg?v=1701236980,"280 gsm - 8.3 oz./yd2 – 14 oz./lin. yd (solids) 70% cotton, 30% polyester fleece (heathers) 60% cotton, 40% polyester fleece.   Self fabric lined hood with drawcord.  Rib knit cuff and hem.  Kangaroo pocket. Tear away label.  DTG - direct to garment printer friendly",1.05,lbs,16,24,17,in,28
L00550,L00550-IVO-S,Fleece,CSW 24/7,Vault,Adult Pullover Hoodie,Ivory,S,https://canadasportswear.com/cdn/shop/files/L0550-Ivory-front-LowRes_720x.jpg?v=1701236980,"280 gsm - 8.3 oz./yd2 – 14 oz./lin. yd (solids) 70% cotton, 30% polyester fleece (heathers) 60% cotton, 40% polyester fleece.   Self fabric lined hood with drawcord.  Rib knit cuff and hem.  Kangaroo pocket. Tear away label.  DTG - direct to garment printer friendly",1.14,lbs,16,24,17,in,28
L00550,L00550-IVO-M,Fleece,CSW 24/7,Vault,Adult Pullover Hoodie,Ivory,M,https://canadasportswear.com/cdn/shop/files/L0550-Ivory-front-LowRes_720x.jpg?v=1701236980,"280 gsm - 8.3 oz./yd2 – 14 oz./lin. yd (solids) 70% cotton, 30% polyester fleece (heathers) 60% cotton, 40% polyester fleece.   Self fabric lined hood with drawcord.  Rib knit cuff and hem.  Kangaroo pocket. Tear away label.  DTG - direct to garment printer friendly",1.26,lbs,16,24,17,in,28
L00550,L00550-IVO-L,Fleece,CSW 24/7,Vault,Adult Pullover Hoodie,Ivory,L,https://canadasportswear.com/cdn/shop/files/L0550-Ivory-front-LowRes_720x.jpg?v=1701236980,"280 gsm - 8.3 oz./yd2 – 14 oz./lin. yd (solids) 70% cotton, 30% polyester fleece (heathers) 60% cotton, 40% polyester fleece.   Self fabric lined hood with drawcord.  Rib knit cuff and hem.  Kangaroo pocket. Tear away label.  DTG - direct to garment printer friendly",1.38,lbs,16,24,17,in,24
L00550,L00550-IVO-XL,Fleece,CSW 24/7,Vault,Adult Pullover Hoodie,Ivory,XL,https://canadasportswear.com/cdn/shop/files/L0550-Ivory-front-LowRes_720x.jpg?v=1701236980,"280 gsm - 8.3 oz./yd2 – 14 oz./lin. yd (solids) 70% cotton, 30% polyester fleece (heathers) 60% cotton, 40% polyester fleece.   Self fabric lined hood with drawcord.  Rib knit cuff and hem.  Kangaroo pocket. Tear away label.  DTG - direct to garment printer friendly",1.52,lbs,16,24,17,in,25
L00550,L00550-O-IVO-2XL,Fleece,CSW 24/7,Vault,Adult Pullover Hoodie,Ivory,2XL,https://canadasportswear.com/cdn/shop/files/L0550-Ivory-front-LowRes_720x.jpg?v=1701236980,"280 gsm - 8.3 oz./yd2 – 14 oz./lin. yd (solids) 70% cotton, 30% polyester fleece (heathers) 60% cotton, 40% polyester fleece.   Self fabric lined hood with drawcord.  Rib knit cuff and hem.  Kangaroo pocket. Tear away label.  DTG - direct to garment printer friendly",1.66,lbs,16,24,17,in,24
L00550,L00550-O-IVO-3XL,Fleece,CSW 24/7,Vault,Adult Pullover Hoodie,Ivory,3XL,https://canadasportswear.com/cdn/shop/files/L0550-Ivory-front-LowRes_720x.jpg?v=1701236980,"280 gsm - 8.3 oz./yd2 – 14 oz./lin. yd (solids) 70% cotton, 30% polyester fleece (heathers) 60% cotton, 40% polyester fleece.   Self fabric lined hood with drawcord.  Rib knit cuff and hem.  Kangaroo pocket. Tear away label.  DTG - direct to garment printer friendly",1.78,lbs,16,24,17,in,20
L00550,L00550-O-IVO-4XL,Fleece,CSW 24/7,Vault,Adult Pullover Hoodie,Ivory,4XL,https://canadasportswear.com/cdn/shop/files/L0550-Ivory-front-LowRes_720x.jpg?v=1701236980,"280 gsm - 8.3 oz./yd2 – 14 oz./lin. yd (solids) 70% cotton, 30% polyester fleece (heathers) 60% cotton, 40% polyester fleece.   Self fabric lined hood with drawcord.  Rib knit cuff and hem.  Kangaroo pocket. Tear away label.  DTG - direct to garment printer friendly",1.84,lbs,16,24,17,in,20
L00550,L00550-SND-XS,Fleece,CSW 24/7,Vault,Adult Pullover Hoodie,Sand,XS,https://canadasportswear.com/cdn/shop/files/L0550-Sand-front-LowRes_720x.jpg?v=1701236980,"280 gsm - 8.3 oz./yd2 – 14 oz./lin. yd (solids) 70% cotton, 30% polyester fleece (heathers) 60% cotton, 40% polyester fleece.   Self fabric lined hood with drawcord.  Rib knit cuff and hem.  Kangaroo pocket. Tear away label.  DTG - direct to garment printer friendly",1.05,lbs,16,24,17,in,28
L00550,L00550-SND-S,Fleece,CSW 24/7,Vault,Adult Pullover Hoodie,Sand,S,https://canadasportswear.com/cdn/shop/files/L0550-Sand-front-LowRes_720x.jpg?v=1701236980,"280 gsm - 8.3 oz./yd2 – 14 oz./lin. yd (solids) 70% cotton, 30% polyester fleece (heathers) 60% cotton, 40% polyester fleece.   Self fabric lined hood with drawcord.  Rib knit cuff and hem.  Kangaroo pocket. Tear away label.  DTG - direct to garment printer friendly",1.14,lbs,16,24,17,in,28
L00550,L00550-SND-M,Fleece,CSW 24/7,Vault,Adult Pullover Hoodie,Sand,M,https://canadasportswear.com/cdn/shop/files/L0550-Sand-front-LowRes_720x.jpg?v=1701236980,"280 gsm - 8.3 oz./yd2 – 14 oz./lin. yd (solids) 70% cotton, 30% polyester fleece (heathers) 60% cotton, 40% polyester fleece.   Self fabric lined hood with drawcord.  Rib knit cuff and hem.  Kangaroo pocket. Tear away label.  DTG - direct to garment printer friendly",1.26,lbs,16,24,17,in,28
L00550,L00550-SND-L,Fleece,CSW 24/7,Vault,Adult Pullover Hoodie,Sand,L,https://canadasportswear.com/cdn/shop/files/L0550-Sand-front-LowRes_720x.jpg?v=1701236980,"280 gsm - 8.3 oz./yd2 – 14 oz./lin. yd (solids) 70% cotton, 30% polyester fleece (heathers) 60% cotton, 40% polyester fleece.   Self fabric lined hood with drawcord.  Rib knit cuff and hem.  Kangaroo pocket. Tear away label.  DTG - direct to garment printer friendly",1.38,lbs,16,24,17,in,24
L00550,L00550-SND-XL,Fleece,CSW 24/7,Vault,Adult Pullover Hoodie,Sand,XL,https://canadasportswear.com/cdn/shop/files/L0550-Sand-front-LowRes_720x.jpg?v=1701236980,"280 gsm - 8.3 oz./yd2 – 14 oz./lin. yd (solids) 70% cotton, 30% polyester fleece (heathers) 60% cotton, 40% polyester fleece.   Self fabric lined hood with drawcord.  Rib knit cuff and hem.  Kangaroo pocket. Tear away label.  DTG - direct to garment printer friendly",1.52,lbs,16,24,17,in,25
L00550,L00550-O-SND-2XL,Fleece,CSW 24/7,Vault,Adult Pullover Hoodie,Sand,2XL,https://canadasportswear.com/cdn/shop/files/L0550-Sand-front-LowRes_720x.jpg?v=1701236980,"280 gsm - 8.3 oz./yd2 – 14 oz./lin. yd (solids) 70% cotton, 30% polyester fleece (heathers) 60% cotton, 40% polyester fleece.   Self fabric lined hood with drawcord.  Rib knit cuff and hem.  Kangaroo pocket. Tear away label.  DTG - direct to garment printer friendly",1.66,lbs,16,24,17,in,24
L00550,L00550-O-SND-3XL,Fleece,CSW 24/7,Vault,Adult Pullover Hoodie,Sand,3XL,https://canadasportswear.com/cdn/shop/files/L0550-Sand-front-LowRes_720x.jpg?v=1701236980,"280 gsm - 8.3 oz./yd2 – 14 oz./lin. yd (solids) 70% cotton, 30% polyester fleece (heathers) 60% cotton, 40% polyester fleece.   Self fabric lined hood with drawcord.  Rib knit cuff and hem.  Kangaroo pocket. Tear away label.  DTG - direct to garment printer friendly",1.78,lbs,16,24,17,in,20
L00550,L00550-O-SND-4XL,Fleece,CSW 24/7,Vault,Adult Pullover Hoodie,Sand,4XL,https://canadasportswear.com/cdn/shop/files/L0550-Sand-front-LowRes_720x.jpg?v=1701236980,"280 gsm - 8.3 oz./yd2 – 14 oz./lin. yd (solids) 70% cotton, 30% polyester fleece (heathers) 60% cotton, 40% polyester fleece.   Self fabric lined hood with drawcord.  Rib knit cuff and hem.  Kangaroo pocket. Tear away label.  DTG - direct to garment printer friendly",1.84,lbs,16,24,17,in,20
L00552,L00552-LIM-XS,Fleece,CSW 24/7,Flash,Adult Pullover Hooded Sweatshirt (intense colors),Lime,XS,https://canadasportswear.com/cdn/shop/files/L00552-Lime-front_2000x.jpg?v=1719370056,"280 gsm - 8.3 oz./yd² – 14 oz./lin. yd 65% polyester, 35% cotton fleece. 3 ply fleece, Self fabric lined hood with drawcord. Rib knit cuff and hem with spandex. Kangaroo pocket. Tear away label. INTENSE COLORS",1.05,lbs,16,24,17,in,28
L00552,L00552-LIM-S,Fleece,CSW 24/7,Flash,Adult Pullover Hooded Sweatshirt (intense colors),Lime,S,https://canadasportswear.com/cdn/shop/files/L00552-Lime-front_2000x.jpg?v=1719370056,"280 gsm - 8.3 oz./yd² – 14 oz./lin. yd 65% polyester, 35% cotton fleece. 3 ply fleece, Self fabric lined hood with drawcord. Rib knit cuff and hem with spandex. Kangaroo pocket. Tear away label. INTENSE COLORS",1.14,lbs,16,24,17,in,28
L00552,L00552-LIM-M,Fleece,CSW 24/7,Flash,Adult Pullover Hooded Sweatshirt (intense colors),Lime,M,https://canadasportswear.com/cdn/shop/files/L00552-Lime-front_2000x.jpg?v=1719370056,"280 gsm - 8.3 oz./yd² – 14 oz./lin. yd 65% polyester, 35% cotton fleece. 3 ply fleece, Self fabric lined hood with drawcord. Rib knit cuff and hem with spandex. Kangaroo pocket. Tear away label. INTENSE COLORS",1.26,lbs,16,24,17,in,28
L00552,L00552-LIM-L,Fleece,CSW 24/7,Flash,Adult Pullover Hooded Sweatshirt (intense colors),Lime,L,https://canadasportswear.com/cdn/shop/files/L00552-Lime-front_2000x.jpg?v=1719370056,"280 gsm - 8.3 oz./yd² – 14 oz./lin. yd 65% polyester, 35% cotton fleece. 3 ply fleece, Self fabric lined hood with drawcord. Rib knit cuff and hem with spandex. Kangaroo pocket. Tear away label. INTENSE COLORS",1.38,lbs,16,24,17,in,24
L00552,L00552-LIM-XL,Fleece,CSW 24/7,Flash,Adult Pullover Hooded Sweatshirt (intense colors),Lime,XL,https://canadasportswear.com/cdn/shop/files/L00552-Lime-front_2000x.jpg?v=1719370056,"280 gsm - 8.3 oz./yd² – 14 oz./lin. yd 65% polyester, 35% cotton fleece. 3 ply fleece, Self fabric lined hood with drawcord. Rib knit cuff and hem with spandex. Kangaroo pocket. Tear away label. INTENSE COLORS",1.52,lbs,16,24,17,in,25
L00552,L00552-O-LIM-2XL,Fleece,CSW 24/7,Flash,Adult Pullover Hooded Sweatshirt (intense colors),Lime,2XL,https://canadasportswear.com/cdn/shop/files/L00552-Lime-front_2000x.jpg?v=1719370056,"280 gsm - 8.3 oz./yd² – 14 oz./lin. yd 65% polyester, 35% cotton fleece. 3 ply fleece, Self fabric lined hood with drawcord. Rib knit cuff and hem with spandex. Kangaroo pocket. Tear away label. INTENSE COLORS",1.66,lbs,16,24,17,in,24
L00552,L00552-O-LIM-3XL,Fleece,CSW 24/7,Flash,Adult Pullover Hooded Sweatshirt (intense colors),Lime,3XL,https://canadasportswear.com/cdn/shop/files/L00552-Lime-front_2000x.jpg?v=1719370056,"280 gsm - 8.3 oz./yd² – 14 oz./lin. yd 65% polyester, 35% cotton fleece. 3 ply fleece, Self fabric lined hood with drawcord. Rib knit cuff and hem with spandex. Kangaroo pocket. Tear away label. INTENSE COLORS",1.78,lbs,16,24,17,in,20
L00552,L00552-O-LIM-4XL,Fleece,CSW 24/7,Flash,Adult Pullover Hooded Sweatshirt (intense colors),Lime,4XL,https://canadasportswear.com/cdn/shop/files/L00552-Lime-front_2000x.jpg?v=1719370056,"280 gsm - 8.3 oz./yd² – 14 oz./lin. yd 65% polyester, 35% cotton fleece. 3 ply fleece, Self fabric lined hood with drawcord. Rib knit cuff and hem with spandex. Kangaroo pocket. Tear away label. INTENSE COLORS",1.84,lbs,16,24,17,in,20
L00552,L00552-ORA-XS,Fleece,CSW 24/7,Flash,Adult Pullover Hooded Sweatshirt (intense colors),Orange,XS,https://canadasportswear.com/cdn/shop/files/L00552-Orange-front_2000x.jpg?v=1719370056,"280 gsm - 8.3 oz./yd² – 14 oz./lin. yd 65% polyester, 35% cotton fleece. 3 ply fleece, Self fabric lined hood with drawcord. Rib knit cuff and hem with spandex. Kangaroo pocket. Tear away label. INTENSE COLORS",1.05,lbs,16,24,17,in,28
L00552,L00552-ORA-S,Fleece,CSW 24/7,Flash,Adult Pullover Hooded Sweatshirt (intense colors),Orange,S,https://canadasportswear.com/cdn/shop/files/L00552-Orange-front_2000x.jpg?v=1719370056,"280 gsm - 8.3 oz./yd² – 14 oz./lin. yd 65% polyester, 35% cotton fleece. 3 ply fleece, Self fabric lined hood with drawcord. Rib knit cuff and hem with spandex. Kangaroo pocket. Tear away label. INTENSE COLORS",1.14,lbs,16,24,17,in,28
L00552,L00552-ORA-M,Fleece,CSW 24/7,Flash,Adult Pullover Hooded Sweatshirt (intense colors),Orange,M,https://canadasportswear.com/cdn/shop/files/L00552-Orange-front_2000x.jpg?v=1719370056,"280 gsm - 8.3 oz./yd² – 14 oz./lin. yd 65% polyester, 35% cotton fleece. 3 ply fleece, Self fabric lined hood with drawcord. Rib knit cuff and hem with spandex. Kangaroo pocket. Tear away label. INTENSE COLORS",1.26,lbs,16,24,17,in,28
L00552,L00552-ORA-L,Fleece,CSW 24/7,Flash,Adult Pullover Hooded Sweatshirt (intense colors),Orange,L,https://canadasportswear.com/cdn/shop/files/L00552-Orange-front_2000x.jpg?v=1719370056,"280 gsm - 8.3 oz./yd² – 14 oz./lin. yd 65% polyester, 35% cotton fleece. 3 ply fleece, Self fabric lined hood with drawcord. Rib knit cuff and hem with spandex. Kangaroo pocket. Tear away label. INTENSE COLORS",1.38,lbs,16,24,17,in,24
L00552,L00552-ORA-XL,Fleece,CSW 24/7,Flash,Adult Pullover Hooded Sweatshirt (intense colors),Orange,XL,https://canadasportswear.com/cdn/shop/files/L00552-Orange-front_2000x.jpg?v=1719370056,"280 gsm - 8.3 oz./yd² – 14 oz./lin. yd 65% polyester, 35% cotton fleece. 3 ply fleece, Self fabric lined hood with drawcord. Rib knit cuff and hem with spandex. Kangaroo pocket. Tear away label. INTENSE COLORS",1.52,lbs,16,24,17,in,25
L00552,L00552-O--ORA-2XL,Fleece,CSW 24/7,Flash,Adult Pullover Hooded Sweatshirt (intense colors),Orange,2XL,https://canadasportswear.com/cdn/shop/files/L00552-Orange-front_2000x.jpg?v=1719370056,"280 gsm - 8.3 oz./yd² – 14 oz./lin. yd 65% polyester, 35% cotton fleece. 3 ply fleece, Self fabric lined hood with drawcord. Rib knit cuff and hem with spandex. Kangaroo pocket. Tear away label. INTENSE COLORS",1.66,lbs,16,24,17,in,24
L00552,L00552-O-ORA-3XL,Fleece,CSW 24/7,Flash,Adult Pullover Hooded Sweatshirt (intense colors),Orange,3XL,https://canadasportswear.com/cdn/shop/files/L00552-Orange-front_2000x.jpg?v=1719370056,"280 gsm - 8.3 oz./yd² – 14 oz./lin. yd 65% polyester, 35% cotton fleece. 3 ply fleece, Self fabric lined hood with drawcord. Rib knit cuff and hem with spandex. Kangaroo pocket. Tear away label. INTENSE COLORS",1.78,lbs,16,24,17,in,20
L00552,L00552-O-ORA-4XL,Fleece,CSW 24/7,Flash,Adult Pullover Hooded Sweatshirt (intense colors),Orange,4XL,https://canadasportswear.com/cdn/shop/files/L00552-Orange-front_2000x.jpg?v=1719370056,"280 gsm - 8.3 oz./yd² – 14 oz./lin. yd 65% polyester, 35% cotton fleece. 3 ply fleece, Self fabric lined hood with drawcord. Rib knit cuff and hem with spandex. Kangaroo pocket. Tear away label. INTENSE COLORS",1.84,lbs,16,24,17,in,20
L00552,L00552-PNK-XS,Fleece,CSW 24/7,Flash,Adult Pullover Hooded Sweatshirt (intense colors),Pink,XS,https://canadasportswear.com/cdn/shop/files/L00552-Pink-front_2000x.jpg?v=1719370056,"280 gsm - 8.3 oz./yd² – 14 oz./lin. yd 65% polyester, 35% cotton fleece. 3 ply fleece, Self fabric lined hood with drawcord. Rib knit cuff and hem with spandex. Kangaroo pocket. Tear away label. INTENSE COLORS",1.05,lbs,16,24,17,in,28
L00552,L00552-PNK-S,Fleece,CSW 24/7,Flash,Adult Pullover Hooded Sweatshirt (intense colors),Pink,S,https://canadasportswear.com/cdn/shop/files/L00552-Pink-front_2000x.jpg?v=1719370056,"280 gsm - 8.3 oz./yd² – 14 oz./lin. yd 65% polyester, 35% cotton fleece. 3 ply fleece, Self fabric lined hood with drawcord. Rib knit cuff and hem with spandex. Kangaroo pocket. Tear away label. INTENSE COLORS",1.14,lbs,16,24,17,in,28
L00552,L00552-PNK-M,Fleece,CSW 24/7,Flash,Adult Pullover Hooded Sweatshirt (intense colors),Pink,M,https://canadasportswear.com/cdn/shop/files/L00552-Pink-front_2000x.jpg?v=1719370056,"280 gsm - 8.3 oz./yd² – 14 oz./lin. yd 65% polyester, 35% cotton fleece. 3 ply fleece, Self fabric lined hood with drawcord. Rib knit cuff and hem with spandex. Kangaroo pocket. Tear away label. INTENSE COLORS",1.26,lbs,16,24,17,in,28
L00552,L00552-PNK-L,Fleece,CSW 24/7,Flash,Adult Pullover Hooded Sweatshirt (intense colors),Pink,L,https://canadasportswear.com/cdn/shop/files/L00552-Pink-front_2000x.jpg?v=1719370056,"280 gsm - 8.3 oz./yd² – 14 oz./lin. yd 65% polyester, 35% cotton fleece. 3 ply fleece, Self fabric lined hood with drawcord. Rib knit cuff and hem with spandex. Kangaroo pocket. Tear away label. INTENSE COLORS",1.38,lbs,16,24,17,in,24
L00552,L00552-PNK-XL,Fleece,CSW 24/7,Flash,Adult Pullover Hooded Sweatshirt (intense colors),Pink,XL,https://canadasportswear.com/cdn/shop/files/L00552-Pink-front_2000x.jpg?v=1719370056,"280 gsm - 8.3 oz./yd² – 14 oz./lin. yd 65% polyester, 35% cotton fleece. 3 ply fleece, Self fabric lined hood with drawcord. Rib knit cuff and hem with spandex. Kangaroo pocket. Tear away label. INTENSE COLORS",1.52,lbs,16,24,17,in,25
L00552,L00552-O--PNK-2XL,Fleece,CSW 24/7,Flash,Adult Pullover Hooded Sweatshirt (intense colors),Pink,2XL,https://canadasportswear.com/cdn/shop/files/L00552-Pink-front_2000x.jpg?v=1719370056,"280 gsm - 8.3 oz./yd² – 14 oz./lin. yd 65% polyester, 35% cotton fleece. 3 ply fleece, Self fabric lined hood with drawcord. Rib knit cuff and hem with spandex. Kangaroo pocket. Tear away label. INTENSE COLORS",1.66,lbs,16,24,17,in,24
L00552,L00552-O-PNK-3XL,Fleece,CSW 24/7,Flash,Adult Pullover Hooded Sweatshirt (intense colors),Pink,3XL,https://canadasportswear.com/cdn/shop/files/L00552-Pink-front_2000x.jpg?v=1719370056,"280 gsm - 8.3 oz./yd² – 14 oz./lin. yd 65% polyester, 35% cotton fleece. 3 ply fleece, Self fabric lined hood with drawcord. Rib knit cuff and hem with spandex. Kangaroo pocket. Tear away label. INTENSE COLORS",1.78,lbs,16,24,17,in,20
L00552,L00552-O-PNK-4XL,Fleece,CSW 24/7,Flash,Adult Pullover Hooded Sweatshirt (intense colors),Pink,4XL,https://canadasportswear.com/cdn/shop/files/L00552-Pink-front_2000x.jpg?v=1719370056,"280 gsm - 8.3 oz./yd² – 14 oz./lin. yd 65% polyester, 35% cotton fleece. 3 ply fleece, Self fabric lined hood with drawcord. Rib knit cuff and hem with spandex. Kangaroo pocket. Tear away label. INTENSE COLORS",1.84,lbs,16,24,17,in,20
L00552,L00552-YEL-XS,Fleece,CSW 24/7,Flash,Adult Pullover Hooded Sweatshirt (intense colors),Yellow,XS,https://canadasportswear.com/cdn/shop/files/L00552-Yellow-front_2000x.jpg?v=1719370056,"280 gsm - 8.3 oz./yd² – 14 oz./lin. yd 65% polyester, 35% cotton fleece. 3 ply fleece, Self fabric lined hood with drawcord. Rib knit cuff and hem with spandex. Kangaroo pocket. Tear away label. INTENSE COLORS",1.05,lbs,16,24,17,in,28
L00552,L00552-YEL-S,Fleece,CSW 24/7,Flash,Adult Pullover Hooded Sweatshirt (intense colors),Yellow,S,https://canadasportswear.com/cdn/shop/files/L00552-Yellow-front_2000x.jpg?v=1719370056,"280 gsm - 8.3 oz./yd² – 14 oz./lin. yd 65% polyester, 35% cotton fleece. 3 ply fleece, Self fabric lined hood with drawcord. Rib knit cuff and hem with spandex. Kangaroo pocket. Tear away label. INTENSE COLORS",1.14,lbs,16,24,17,in,28
L00552,L00552-YEL-M,Fleece,CSW 24/7,Flash,Adult Pullover Hooded Sweatshirt (intense colors),Yellow,M,https://canadasportswear.com/cdn/shop/files/L00552-Yellow-front_2000x.jpg?v=1719370056,"280 gsm - 8.3 oz./yd² – 14 oz./lin. yd 65% polyester, 35% cotton fleece. 3 ply fleece, Self fabric lined hood with drawcord. Rib knit cuff and hem with spandex. Kangaroo pocket. Tear away label. INTENSE COLORS",1.26,lbs,16,24,17,in,28
L00552,L00552-YEL-L,Fleece,CSW 24/7,Flash,Adult Pullover Hooded Sweatshirt (intense colors),Yellow,L,https://canadasportswear.com/cdn/shop/files/L00552-Yellow-front_2000x.jpg?v=1719370056,"280 gsm - 8.3 oz./yd² – 14 oz./lin. yd 65% polyester, 35% cotton fleece. 3 ply fleece, Self fabric lined hood with drawcord. Rib knit cuff and hem with spandex. Kangaroo pocket. Tear away label. INTENSE COLORS",1.38,lbs,16,24,17,in,24
L00552,L00552-YEL-XL,Fleece,CSW 24/7,Flash,Adult Pullover Hooded Sweatshirt (intense colors),Yellow,XL,https://canadasportswear.com/cdn/shop/files/L00552-Yellow-front_2000x.jpg?v=1719370056,"280 gsm - 8.3 oz./yd² – 14 oz./lin. yd 65% polyester, 35% cotton fleece. 3 ply fleece, Self fabric lined hood with drawcord. Rib knit cuff and hem with spandex. Kangaroo pocket. Tear away label. INTENSE COLORS",1.52,lbs,16,24,17,in,25
